ID_val,Verbatim,Area,SubArea
20649,(Copied from AEN97): Dealer salesman warned me that people have trouble with Apple phones vs. android,Bluetooth,Customer Education
17913,The Apple play disconnects itself often.,Apple Car Play,Stability
6455,voice recognition is hard to use,Voice Recognition,Poor Recognition
20845,Homelink system partially works. Radio volume level cannot be fixed volume levels are too loud or quiet when switching between FM channels and satelelite radio channels.  The cannot get the MMI Connect system working correctly.,Audio,Source Volume Discrepencies
17978,carplay interferes with my phone navigation system,Apple Car Play,Stability
3812,Voice texting is so far off in voice recognition itâ€™s completely worthless. Its so so far off itâ€™s comical. It only happens when plugged into the vehicle apple play port.,Voice Recognition,Poor Recognition
4097,I've tried training the voice recognition system and it is hit or miss.  I will typically type in addresses or scroll through the address book to dial someone.,Voice Recognition,Poor Recognition
15017,"Doesn't automatically connect wirelessly when I unplug the car-play feature. Sometimes it works sometimes it doesn't, and it always says it's connected. (Copied from AEN97): Connection with blue tooth",Bluetooth,Won't/Slow Connect
20173,(Copied from AEN97): using the audio channel control on the steering wheel is awkward.  using the channel up or down selector doesn't initially move up or down one channel.  The first touch seems to return it to the top of the list no matter which channel it is on.,Radio Interaction,Steering Wheel Controls
1480,"Frequently, but not always, I will try to make a hands-free call, but the system will tell me I need to pair my device (which I have done multiple times).",Bluetooth,Connection Loss
12769,Several key landmarks are not recognized as findable locations,Navigation,Map Info
11906,Very difficult use I do not understand how to key in an faddress,Navigation,Destination Input
15206,System sometimes will not recognize my phone at all (~10% of the time). More frequently (20% of the time) it will recognize the phone and will indicate that the connection is made but no audio will come through.,Bluetooth,Won't/Slow Connect
13075,"(Copied from AEN97): when phone connected via blue tooth, radio stopped working",Bluetooth,Audio Streaming/Distortion
826,"USB Port:  It is necessary to completely bend forward (as if you were retrieving something from the floor) to find the port; unless in bright sunlight, it is impossible to see because the car's interior is BLACK (NOT my choice, all they had in stock)even though we live in the dessert.  Almost need a flashlight to find and plug in. Really disappointed that a CD player was no longer offered.",USB/Aux In,Poor Location
13464,Reception is lost for long periods of time or cuts in and out repeatedly.,Radio,Poor Reception
8624,"Frequently misinterprets voice input of destination addresses.  Reads them back as something entirely different. (Copied from AEN97): Acceptable commands for navigation system not intuitive.  Difficult to figure out how to tell it I want to input a new destination and how to provide destination information.  e.g., when trying to verbally input a destination that's in the address book, I still haven't figured out whether to ask for """"address"""" or """"address book.""""  Usually not successful either way.",Voice Recognition,Poor Recognition
14383,The clock is digital and it is massive. Everytime I switch clock display to something else it always comes back everytime I start the car. It's pretty large and distracting. So more of an eyesore then a problem with it.,Driver Notifications,Customer Expectation
13409,LOOSE SIGNAL or WEAK SIGNAL WHEN NOT NEAR MAJOR CITY,Radio,Poor Reception
13411,When the car moves the radio has poor connection.,Radio,Poor Reception
8276,Just doesnt recognize what i say,Voice Recognition,Poor Recognition
14586,It's an analog clock. Difficult to adjust esp when time changes due to DST.,Driver Notifications,Customer Expectation
15626,DO NOT CARE FOR ALL THIS NEW MODERN BETTER WAY TECHNOLOGY. NOW YOU HAVE TO PAY MORE MONEY TO LISTEN TO MUSIC I DON'T WANT. CAN'T PLAY MUSIC I WANT!!!..CHEVROLET DOSE NOT CARE. (Copied from AEN97): TO HIGH TECH FOR ME. GOING TO HAVE TO INSTALL A 12 PACK CD PLAYER LIKE MY 03 VETTE HAD. NOT FAIR,Radio,DTU
19941,"window controls are high on the door and not where anyone would assume them to be, even after 3 months I go to the wrong location to move the windows",Window Switch,Poor Location
16411,Listed our physical location a considerable distance from where we were.  Had to take to dealership twice.,Navigation,Positioning
2916,The indicator pointer does not clearly represent where you are.   Should be the point of the indicator not the middle of the indicator.,Navigation,Customer Expectation
12577,"While driving to Connecticut, on Route 395, about a year ago, they changed the Exit numbers. The navigation still said to take the old exit numbers. I would have thought since this is a 2017 model that since these exit numbers were changed a year ago, that the navigation directions would have reflected the new exit numbers.",Navigation,Out Dated
14808,"We have two phones, neither is a Smart Phone.  My phone is newer and has bluetooth capability and is recognized by the system.  I have no problems with calling from my conZZZt list.  However, my wife's phone is an older model, but it does have bluetooth capability.  The system recognizes the phone, however, the phone 'hangs up' and you can do nothing with it as long as you are in the car with it.  It may be too old of a phone to work in this system.",Bluetooth,Won't/Slow Connect
5648,never works with Scout App and when it finally understands its sloooow. it also recognizes everybody voice in car so its not easy to use.,Voice Recognition,Poor Recognition
5077,Sometimes the built-in voice recognition doesn't recognize commands - ie. Call person's name.,Voice Recognition,Poor Recognition
20856,"(Copied from AEN97): The volume on the regular radio stations is much lower than the XM stations, so I always have to adjust the volume when I go between the two.",Audio,Source Volume Discrepencies
2889,"Have to spell out total address ! I had a 2013 Santa Fe, all i have to do was to put in a couple of letters and the navigator would then spell the word, sreet,city, or state? This is the dumbness navigator i ever had!. (Copied from AEN97): Navigatio has to change!.",Navigation,Customer Expectation
11854,Not user friendly in entering locations,Navigation,Destination Input
6392,"Can save heating and cooling system, poor navigation system, can't recognize voice.",Voice Recognition,Poor Recognition
14291,"(Copied from AEN97): Audio, nav, and Bluetooth systems did not work upon delivery.",Radio,Not Functioning
3874,"Voice recognition doesn't work unless given exact 'scripted' commands, so I stopped trying after a few initial attempts.",Voice Recognition,Poor Recognition
445,The USB ports on the front of the vehicle donâ€™t connect to the rear entertainment system Very poor design,USB/Aux In,Poor Location
8197,Occasionally misinterprets commands.,Voice Recognition,Poor Recognition
19022,Volume when using Bluetooth is not loud enough even with car and iPhone volume turned up to  maximum volume.,Audio,Volume
12369,"not sure what the nav system in connecting to, but it has difficulty finding businesses and landmarks in this area, puts me out of the way also - not on direct routes",Navigation,Out Dated
19354,(Copied from AEN97): Speakers had a strange buzz in them for about a week but the problem cleared up,Audio,Bad sound Quality
18901,Its just more cumbersome to use then it needs to be.  The mouse technology is not user friendly.  I also have a Jeep Grand Cherokee with the U Connect system that is much more intuitive and easier to use.,Steering Wheel Controls,DTU
13238,(Copied from AEN97): Garage door opener would not pair with vehicle,Not PPEC 7,Garage 
13581,My new Cadillac has  a poor AM reception  of nearby cities....my toyota sienna van has an excellent reception than my Cadillac  which makes me a little disappointed being that this vehicle is a luxurious high quality known vehicle.,Radio,Poor Reception
10212,The navigation system button is located on the mirror instead of the touch screen. I had to read the manual in order to find it. There are no instructions provided to show the customer how to set it up or use it.,Navigation,DTU
10449,The controls just are not intuitive.,Navigation,DTU
11650,doesn't find the address,Navigation,Destination Input
11834,The map takes forever to input where you want to go.,Navigation,Destination Input
15826,"Argh, where do I begin. The whole system is like playing a video game with """"3D"""" graphical representation of things. For example, instead of a simple easy to read elapsed or remaining time indicator for a CD track, there is a thin glowing bar that creeps across the bottom of the screen. There is no display of full info for a track at the same time (e.g. album, track, artist, time, cover art, etc). The SiriusXM tuner only shows channel name when browsing, rather than currently playing artist/song (as other brands do). The SXM display does not scroll long song titles, they get cut off instead. The SXM """"favorites"""" feature will switch from """"Presets"""" mode to """"SXM"""" mode if you play a """"favorite"""" when the notice pops up. And live the Nav system, no printed manual is included so I must search online for answers to any questions.",Radio,DTU
19074,The system regularly drops calls at different locations on my commute home.,Bluetooth,Dropped Call
17553,"Screen goes blank,resets all saved info. (Copied from DEXP97): Dash screen will restart and erase saved navigation points.",Navigation,Not Functioning
20180,I dislike that I cannot scan through radio channels via steering wheel. It only operates 'favorite' installed channels.,Radio Interaction,Steering Wheel Controls
441,They are located in the front of the console under the top surface and not visible when seated.,USB/Aux In,Poor Location
707,The USB and aux jack are located in the center armrest which needs to be opened to get to.,USB/Aux In,Poor Location
2779,USB only works for Apple device. No other device can be connected or charged through the USB. There is - surprisingly - no AUX input,USB/Aux In,Device Not Recognized
3353,WILL NOT SEND YOU THE SHORTEST ROUTE,Navigation,Route Accuracy
16983,"When entering an address, the navigation will bring me to a location that is a few minutes away from where the actual location is.",Navigation,Route Guidance
4822,Built in navigation almost always misinterprets voice input and the delay between starting the voice system to being able to speak is too long.,Voice Recognition,Poor Recognition
18105,It is located in an area below the center console/gear shifter.  Difficult to reach if sitting in the vehicle.,Power Outlet,Poor Location
17973,(Copied from FCD97): Apple car tunes does not work properly & repeats songs within an hour of trip beginning,Apple Car Play,Stability
11491,"Dialing a number requires multiple unnecessary confirmations which can take 20-30 seconds just to dial someone.  Also, max volume on hands-free communication is only 11 which is too low when driving.",Voice Recognition,DTU
8182,I have a hard time using the voice command. The mic is not located in a position that gives clear enough audio.,Voice Recognition,Poor Recognition
14536,The Clock should simply Benin a more. Isablempmace. Currently only using the one with the radio. When navigation system is on I cannot see the time.,Driver Notifications,Customer Expectation
15705,Complicated to learn operation,Radio,DTU
14786,Phone doesnâ€™t connect if you are in the car when itâ€™s staryed. It doesnâ€™t automatically connect text and calls. Has only worked A hand full of times,Bluetooth,Won't/Slow Connect
15208,"In addition to all of the above, the entire Bluetooth feature is sometimes just missing: it won't connect my phone at all.",Bluetooth,Won't/Slow Connect
12955,"(Copied from AEN97): When using my ipod, sometimes when I restart the vehicle it will not return to where I left off. It will go to an entirely different album.",Bluetooth,Audio Streaming/Distortion
15010,Does not automatically connect all the time,Bluetooth,Won't/Slow Connect
13344,Radio has poor reception. I feel as though this issue is because they offer satellite radio which is a paid service and works flawlessly.,Radio,Poor Reception
11401,"My biggest issue right now is that when I call someone through bluetooth and person on the other end of the phone call always heres a """"beeping"""" sound. Some people don't talk talking to me when I am hooked up to bluetooth because the find the beeping very annoying. On my end the speaker system is fine. I've brought my Terrain in two times and the there has been no solution to the problem. Lately my car has been having trouble staying connected to bluetooth or switching over on the bluetooth.",Bluetooth,Call Quality
11858,NAVIGATION DOES NOT UNDERSTAND WHEN I INDICATE THE CITY I AM TRAVELLING TO. IT REQUIRES ME TO PUT THE ZIP CODE.,Navigation,Destination Input
19482,Text message notifications will only come over intermittently.  Will be discussing with the dealer on the initial service visit.,Bluetooth,SMS
6109,"Does not understand when the words are slurred due to dictations/language barrier. Does not understand words outside of common English, like pho or ramen. (Copied from AEN97): More of an issue with the syncing of the audio feedback with the car system as the phone can understand easily when not connected with the car, but looses the dictations when connected.",Voice Recognition,Poor Recognition
19613,SYNC system has stopped working a few times and needs to be reset.,Driver Notifications,Wrong Time/Date
13192,The synchronization of HomeLink with my garage door opener would not work.  Turns out to be an issue with the Audi and a technician from the dealership had to come to my house and perform the synchronization only after disabling my side assist system for a few minutes.,Not PPEC 7,Garage 
7019,The voice recognition sucks,Voice Recognition,Poor Recognition
4267,Voice recognition system is slow and misinterprets commands.  This is in comparison to the system I have in my 2014 Ford Escape Titanium.,Voice Recognition,Poor Recognition
20164,Perhaps I have not tried out controls on my wheel which is part of inadequate introduction to car.  I think I can use more help.  But when I am driving and I am the only driver I cannot  do much driving as it would be unsafe. (Copied from FCD97): sometimes my podcasts bounces out of conZZZt and goes back to radio which us difficult to control while driving.,Radio Interaction,Steering Wheel Controls
11608,"will only respond to specific address only, ie. 'Douglas Highschool'  need address of  Douglas Highschool",Navigation,Destination Input
8385,"I am not able to use the voice recognition.  For example, I can't say call mom because it does not recognize it.  It seems to be built for an iPhone and I have an android.  Not everyone is an apple phone user.",Voice Recognition,Poor Recognition
21035,The controls on the stering wheel are poorly placed are the wrong ones and in the case of cruse control cancellation are a hazzard because there is no ZZZtical location and you must take eyes from road to use.  heat control for stering is not an important control to have while driving,Additional Switches,Poor Location
11376,(Copied from AEN97): When I talk on phone via Bluetooth people comment that it sounds like I'm underwater.,Bluetooth,Call Quality
19405,"(Copied from AEN97): Sound system speakers do not sound right, sounds like there may be a problem with them..  I did take to dealer but sales rep said he didn't think there was anything wrong.",Audio,Bad sound Quality
18842,the screens went blank and i had to restart the car to get it to show again,Display,Black Screen
2825,Not as good as the iphone,Navigation,Customer Expectation
7116,Must repeat verbal commands for phone assistance. Doesn't seem to understand commands at various times,Voice Recognition,Poor Recognition
14957,"Bluetooth has to be told to connect to phone almost every time we get in car.  And, if it connects, it has to be unpaused.  (Our older car 2010 Lexus RX connects immediately upon entering car and starts playing music from where it left off).",Bluetooth,Won't/Slow Connect
11799,"not a great nav, takes to long to input and wish it would connect to phone address book to find locations",Navigation,Destination Input
12574,Navigation map is not up-to-date.,Navigation,Out Dated
16898,Directions appear on the screen but voice commands only come on periodically - I cannot figure out what is wrong nor can I drive and watch the screen.,Navigation,Route Guidance
14566,I don't think the clock should be analog because most people are used to digital and it's just one more thing the driver has to 'reprocess'.  There's an awful lot already going on in the steering column and with the mouse.,Driver Notifications,Customer Expectation
11962,Google Earth does not load,Other,Not Enough Info
20822,"Ignition switch is in awkward location, hard to see when inserting key.  Key has remote lock/unlock feature.  The key is large & clumsy, should have switch-blade feature so key folds into the handle.  Separate from the key is the engine remote start control.  Why is the engine remote start device not included on the key?  Dealer says they all Escapes are this way.   I live in SD which is cold.  I like to start the car remotely, but the seat warmers do not come on when the engine starts, so I still have to go out, start the engine manually and turn on the seat warmers.",Ignition Switch,Poor Location
1850,"All of a sudden phone was not able to connect to vehicle. Called dealer and he walked me through it but still would not connect. Was going to bring car in next day but when I started car in morning, it paired.",Bluetooth,Connection Loss
10683,Make it simple like Google Maps or Waze.,Navigation,DTU
17267,2017 Escape Titanium was much better. Digital Speedometer should be in the Center.  Trip Odometer should be easier to reset.,Gauges,Poor Location
15346,"At times, after entering my car, my phone is not synched with my car. I have to manually go into my phone to synch them.",Bluetooth,Won't/Slow Connect
8247,does not understand commands after several attempts,Voice Recognition,Poor Recognition
11728,"There is no list of previous sites. You can access them, but I liked the system. in  my previous ca2014 better",Navigation,Destination Input
12817,(Copied from AEN97): The bass causes excessive vibration on the rear deck,Audio,Vibration/Rattle
15593, (Copied from INT97): I had to go back to the dealer 6 times to be able to program Spotify and Pandora.  Unfortunately I have to go thru a few steps each time I turn the car on.,Radio,DTU
3480,Had not idea the address I plugged in,Navigation,Route Accuracy
2209,"WHEN I GOT A NEW PHONE, I PAIRED THE NEW DEVICE WITHOUT ISSUE. IT WORKED WITH PHONE CALLS BUT DIDN'T NOTIFY ME OF THE TEXTS LIKE WITH THE INITIAL PAIRING. NOW IT DOESN'T ALWAYS CONNECT WHEN I ENTER THE VEHICLES AND CALLS ARE MANUAL VS BLUETOOTH.",Bluetooth,Connection Loss
16064,(Copied from AEN97): There is occasionally a loud thud from the subwoofer when i am entering the vehicle,Audio,Static
8094,gets names wrong and adds onto names when I don't say anything,Voice Recognition,Poor Recognition
5517,"The built in system voice navigation never works, period, end of story. The system also treats every Siri voice command as a phone call and there is a huge delay and drop in sound quality when attempting to use Siri through the car.",Voice Recognition,Poor Recognition
16676,There is one button to control the sunshade and sunroof so it's confusing to understand what you have to do to open one vs the other.,Sunroof Switch,DTU
6772,This doesn't happen all the time but happens occasionally.  If you don't use the convention that it likes for identifying a street it may not recognize it.  i.e North Delprado vs. Delprado North.  I which it was as intuitive as google map on my smart phone.,Voice Recognition,Poor Recognition
18645,"Touch screen monitor too far to reach, forced to use dial entry.",Display,Poor Location
3048,Maps are not up to date there is an exit near me which change from a left exit to a right exit two years ago and is still wrong I-95 major highway,Navigation,Route Accuracy
10831,I only tried to use the navigation once or twice then I just gave up.,Navigation,DTU
9986,The Audi infotainment system has a steep learning curve.,Navigation,DTU
3214,"I think your navigation system is not accurst and I don't trust it.  I therefore want to use WAZE.  But since Car play does not recognize WAZE as an app, I can't use it with car play.  This is a real pain - I can't listen to my podcast or audiobook while I use my WAZE on a trip. The car keeps high jacking my phone onto car play.  So I don't plug into the car - which I want to do to p[ower my phone - so I can avoid Car Play.   Occasionally it lets me do this - other times it throws me off.  What is with this? I hate Car Play - for a smart car - mine is dumb.  And no - I don't want to pay for a hotspot or whatever. I paid enough for the car!!!",Navigation,Route Accuracy
19784,Acura needs to update their infotainment system,Radio,Customer Expectation
12320,At times i have had specific addresses that the system was able to find.  Not entirley sure how/when it gets updated,Navigation,Out Dated
10493,"awkward, not user friendly.",Navigation,DTU
20783,"Half the time, I think its the radio control knob and end up pushing it when driving. Maybe move it no where near the radio control",Ignition Switch,Poor Location
6996,(Copied from AEN97): Voice recognition for phone seems to only work with Bluetooth via phone. System itself no longer understands call request. Otherwise everything else works great,Voice Recognition,Poor Recognition
18053,"Generally if my phone is paired with bluetooth, then I plug it in to use the Apple car play it will sometimes not recognize my phone/ phones.  Or if I am bluetoothed and my wife plugs her phone into charge, it switches phones without prompting a phone change or selection.  Small stuff but not a huge deal..",Apple Car Play,Stability
7625,"Sometimes it will be completely confused when I say """"Call Mom"""" sometimes it works others I try over and over speaking slow and clear thinking maybe I had mumbled or?",Voice Recognition,Poor Recognition
11465,it's had to use any voice commands,Voice Recognition,DTU
17183,no manual,Rear Seat Entertainment,DTU
2063,I'm not sure if the issue is with my car or the Android Auto app.,Bluetooth,Connection Loss
20510,"It worked at the dealership , but not on the road.",Bluetooth,Not Functioning
13595,"The bad reception is in mountainous areas, have had problems in these area with all me cars.",Radio,Poor Reception
19930,"The location of the buttons are to far forward on the door, so I continually open the rear windows instead of the front ones.",Window Switch,Poor Location
6288,Not sure when ti happens but hard to understand me,Voice Recognition,Poor Recognition
7252,"You call out the name of person to call and it goes through a list of names for you to select the right person, it takes too long",Voice Recognition,Poor Recognition
16738,"1 button to control 3 different features, with (to me) non logical action (pushing forward closes the roof), slightly wrong push closes the roof instead of tilting",Sunroof Switch,DTU
2953,"In general, the navigation system is poor. I often question the poor route decisions it makes (often *way* out of the way). The voice control is useless, and rarely gets anything correct.",Navigation,Route Accuracy
11824,"It failed to recognize what I was searching for (a well-established restaurant near Orlando).  I have only tried to use the navigation system a couple times because I prefer to use my phone's Google Maps feature.  I don't believe I've tried using the system enough to provide an accurate review.  If I used it more my response may well have been 'often' rather than 'happened only once'.  Also, it is extremely annoying that the nav system voice speaks over the radio/CD player rather than muting or pausing the radio/CD player.  It makes it difficult to focus solely on the nav voice.  My only other experience with a vehicle navigation system was a 2009 Infiniti G37.  It was also disappointing and rarely used.  I have no desire to use the nav so will not waste my time taking it to the dealer for an explanation.  If given a choice I would have purchased a vehicle without it.  Unfortunately I had to buy the package with nav to get heated seats.",Navigation,Destination Input
13552,"maybe it's the range of radio station, but I am not sure, on route 200 between montgomary county and 95, there is poor reception most of the time.",Radio,Poor Reception
16290,No seek function on FM or AM,Radio,Other
18454,(Copied from DEXP97): All the new 'safety' features are unsafe.  They're distracting & interfere with my driving.,Not PPEC 7,Other
18965,"The radio seems to change volume and power with no rhyme or reason while on the same station and without me touching anything. It starts normally, then fades to a whisper and comes back strong. Plan to point this out at the first service.",Audio,Volume
16067,"It's horrible! There must be a short or something because when I use my phone, the static is awful. I'm just told it doesn't happen there, at Mini, so there is nothing they can do.",Audio,Static
9080,The program does not follow verbal commands and cannot recognize verbal addresses,Voice Recognition,Poor Recognition
3706,Often the voice recognition gives a street or city name that is not what was asked for.  Sometimes misinterprets numbers when using voice to dial the phone.,Voice Recognition,Poor Recognition
14410,It was tough to find.,Driver Notifications,Customer Expectation
19209,"(Copied from AEN97): 1) When I use the iPod feature to play an audiobook recorded at 64 kbps, it plays it at 'double speed' (sounds like Alvin and the Chipmunks).  When I use the iPod feature to play an audiobook recorded at 192 kbps, it plays correctly.2) The touch screen is not very sensitive.  I often have to touch it hard several times to get it to perform the desired action.  Yes, I took the protective plastic screen protector off.3) I found the menu system for setting/changing radio stations to be very complicated and confusing.",Audio,Bad sound Quality
11913,The navigation system is awful. It doesn't find half the addresses. It also gives incorrect directions. The Nav system on my previous Mercedes was alot better. If I knew the nav system on this new car would be like this I would NOT have bought this car. It is a pointless feature when it is inaccurate. I spoke with rep at dealership and he just said the nav systems are not accurate and he uses his iphone. Sorry but I think I shouldnt have to settle and use my phone.,Navigation,Destination Input
20523,it will pair if my charging cord is plugged into the usb port but it won't pair via bluetooth,Bluetooth,Not Functioning
16894,"On multi-lane freeway, it will only say 'bear Left/Right' which often sends you in wrong direction; it will want you to do a u turn and say 'bear a sharp left'; it will not display the name of the street to turn until you are right on it; it does not say the name of the street until right on it; at FWY speeds, it will let you know of a turn only 1 mile or less away (often too late to make it across several lanes).  The navigation system is the only thing I do not like about the car.",Navigation,Route Guidance
9286,needs to be redone- seems VERY old,Voice Recognition,Poor Recognition
21005,I love the car itself but at times I will experience some difficulty with voice commands or the touch screen not responding when touched.,Display,Touchscreen Unresponsive
19769,The radio does not stay on the same station when the car is restarted,Radio,Customer Expectation
4130,does not recognize English words.,Voice Recognition,Poor Recognition
6293,I had multiple problems with my previous Volvo.  Went back and forth so many times. Not worth the bother to get here again (Copied from AEN97): Failure for voice recognition with phone and navigation,Voice Recognition,Poor Recognition
14004,See previous statement.,Bluetooth,Other
13530,HD radio comes in and out,Radio,Poor Reception
14441,"The clock is in two locations, but it is so small it is hard to see and find in either location.",Driver Notifications,Customer Expectation
11370,"(Copied from AEN97): After pairing the iPhone with the Audi Q7, the car system will sometimes modulate or distort the voices on a phone call until they are unrecognizable.  It is a recurring problem, but only 30-40% of the time, so the dealer has not been able to fix it.",Bluetooth,Call Quality
17064,Going north on I95 I wanted to go over the Delaware Memorial Bridge.  The navigation system wanted me to go to Wilmington DE which was not the correct routing.  On the NJ Turnpike the system wanted me to get off at each exit instead to following the NJ Turnpike to its conclusion as I traveled to Connecticut.,Navigation,Route Guidance
20159,The Audi does not have the ability to increase or decrease the volume from the steering wheel.,Radio Interaction,Steering Wheel Controls
13077,"When I play audio songs from my phone over the Bluetooth, it does not play smoothly. The audio is interrupted frequently.",Bluetooth,Audio Streaming/Distortion
9743,Sun glares off clock in upper right of screen. Difficult for the driver to see. Clock should be on the left side and the temp reflected by the speedometer.,Display,Customer Expectation
19914,They are not where they are in any other car I've had. I feel like they're in an unusual place.,Window Switch,Poor Location
4802,The system works better when in 'help' mode where the street name and house number are filled in separately. The navigation just doesn't always understand when the entire address is dictated at one time,Voice Recognition,Poor Recognition
19251,Sub woofer under seats don't work and poor sound quality from Harmon Kardin Speaker system,Audio,Bad sound Quality
12401,"Streets that have been in place for 2-3 years are not listed in the system. When I called the dealer, they told me that I had the latest edition of the maps and another update would be issues sometime in 3Q or 4Q 2018, that I could purchase from XX.",Navigation,Out Dated
20899,Hi beam indicator is often hidden behind steering wheel. Needs to be where the cruise control indicator is on the display.,Lighting Switch,Poor Location
13182,Navigation system is slow to start up. Typically it takes a minute or two to load the navigation system. Voice commands are rarely interpreted correctly or heard at all.,Navigation,Slow
20919,The headlight controls are on the left side of the steering wheel on the turn signal indicator.  It is hard to see the icons from the drivers seat and they are not lite at night,Lighting Switch,Poor Location
792,Have to exit vehicle to plug into cigar outlet which is on passenger side under console. Outlets in glove box too far rearward to access comfortably. Poor locacations,USB/Aux In,Poor Location
14252,"(Copied from FCD97): This will only happen sometimes when the vehicle is started remotely. The chevy mylink system will glitch out and not display the the temperature as i adjust the climate controls. It also will not let me change the color of the interior lighting. Never happens when manualy starting the car with the button, but remote starting will sometimes do this.",Radio,Not Functioning
6570,"The voice recognition system is next to useless. The system is slow to start, and invariably misinterprets names and commands. I have stopped using it within the first two weeks.",Voice Recognition,Poor Recognition
4961,"The cars voice recognition is horrible, commonly misinterpereting my commands. I do not use it, I prefer the Android Auto service.",Voice Recognition,Poor Recognition
11020,"I feel like navigation should be able to name a waypoint, I can't figure out how to do that.  I can't start driving and say """"find Sanford Airport"""".....It will find plenty of airports but not that one!",Navigation,DTU
767,"The two usb ports are inside the console, and even though there is a place to run the cord beneath the cover, they are very awkward to use.",USB/Aux In,Poor Location
16986,"Since Audi has an integration with Google Maps, they should just let Google Maps recommend the best routes and report on traffic.  Audi's route recommendations are OK at best, and always inaccurate in terms of predicting arrival time and not optimal in recommending the best routes.",Navigation,Route Guidance
7223,"It is not a big deal to me now that I realized I can type in what I need.   The actual problem was related to what the navigation systems information contained.  I was saying """"Route 54"""" and it expected RT54.",Voice Recognition,Poor Recognition
2712,"Using a classic iPod via USB, the stereo will suddenly quit recognizing the connection while the iPod is still on. Additionally the stereo does not save the 'Shuffle' option as selected (even though it is selected on the iPod itself) when the car has been turned off and then turned back on.",USB/Aux In,Device Not Recognized
17571,Too many tasks designated by console controls.,Information,DTU
6291,Misplaces names - does not interpret name/conZZZts,Voice Recognition,Poor Recognition
3607,I have had problems with trying to pair my phone with Focus's bluetooth. I still cannot figure it out to this day so I haven't bothered with it,Bluetooth,DTU
4600,Bear pit bar b que,Voice Recognition,Poor Recognition
2810,"Living on Long Island I need traffic flow information to be accurate and include parkways. My previous car M2 BMW was excellent. This system is horrible with traffic information and flows, and doesnâ€™t appear to review anything but highways. This is not a function problem it is a design problem, and likely be the reason I wouldnâ€™t consider another XX product",Navigation,Customer Expectation
16903,I phone has much better routes,Navigation,Route Guidance
14558,Too small and analog.,Driver Notifications,Customer Expectation
15279,(Copied from AEN97): Doesn't work good with iPhone 6 or iPhone 7.,Bluetooth,Won't/Slow Connect
15411,My wife's iPhone connects easily.  I seem have a tough time pairing my android phone.  Just won't recognize that it is in the car.,Bluetooth,Won't/Slow Connect
7186,"The system is hard or hearing.  If I say """"Lowes"""", it says """"Joes, is that right?""""  Have to repeat multiple times.",Voice Recognition,Poor Recognition
5059,Self explanatory,Voice Recognition,Poor Recognition
18648,"The speedometer is usually blocked by my left arm from where I hold onto the steering wheel. The center display has a lot of wasted space. There are some icons at the bottom that indicate if that show the shift gear and a space to the right that is blank. It would have been nice to have a digital display for the speedometer in addition to the regular speedometer so that speed could easily be seen. (The 2016 Nissan Murano has a great display,)",Display,Poor Location
11686,Entered address with voice recognition and either was not found or info provided was inaccurate.,Navigation,Destination Input
10383,See prior answer regarding the navigation system.,Navigation,DTU
17415,The fuel gauge and oil pressure are obscured by the blinker and windshield wiper controls,Gauges,Poor Location
2841,Better if touch activated.  Doesn't follow commands well.  Would love to use the phone interface but to difficult to set up.    I think the above question would have been better if yes/no responses.,Navigation,Customer Expectation
12069,"(Copied from FCD97): I had a steering assist, ABS fault appear on the car.",Other,Not Enough Info
16503,Traffic incidents and time of arrival often inaccurate (and don't match the more accurate Waze App on the iPhone).  Prefer Waze App for Traffic and other incidents - crowdsourcing aspect of Waze provides better real-time and more accurate information,Navigation,Traffic Info
6941,voice recognition does not understand commands as listed in system.,Voice Recognition,Poor Recognition
20468,"Two USB ports, but only one can be used for a USB flash drive (say, for music)? Fail.",USB/Aux In,Customer Expectation
18861,"(Copied from AEN97): navigation screen would be unresponsive, also screen at times would not turn on. had to take to dealer 2 times for repairs",Display,Black Screen
15547,When you connect your iphone by usb to the car to play pandora it automatically disconnects and runs on Bluetooth streaming instead,Apple Car Play,Not Functioning
20947,interior light could be much easier to find.,Lighting Switch,Poor Location
10217,"(Copied from AEN97): Was easy to use voice controls et al with dealer help upon purchase/drive out; but once i got home and did daily driving, I couldn't figure out how to do navigation again.  I haven't used since.  Using my cellphone gps for navigation.  I will address when i have upcoming first oil change.",Navigation,DTU
16427,The navigation system does not accurately display / deal with traffic conditions.,Navigation,Traffic Info
14508,"wish it could be on my display, not only the center (under rearview mirror) one.",Driver Notifications,Customer Expectation
4009,Very frustrating,Voice Recognition,Poor Recognition
2301,No pattern of when it happens,Bluetooth,Connection Loss
12045,"When the vehicle was delivered to me, the software for the Vehicle Control Module was not downloaded.  The dealership asked me to bring it back the next day - they still couldn't get it to work. They had my vehicle for a week to diagnose the issue and eventually replaced the Vehicle Control Module.",Other,Not Enough Info
20775,supposedly can remote (from inside house) start the car from a computer app. have the app-have not been successful starting car from another close location.Have key ignition also --hard to see and reach --have to bend entire body to find key entry.,Ignition Switch,Poor Location
20708,cannot pair a Kindle Fire or audio books.,Bluetooth,Compatibility
20674,Phone would connect and disconnect periodically. I had to buy a new phone to fix problem.,Bluetooth,Customer Education
14233,There has been 3 occasions where the Satellite radio has stopped working causing the entire MMI system to stop working. After I turned the car off and back on when this happened at a red light the MMI started working properly but the satellite radio still would not work.,Radio,Not Functioning
6846,system doesn't pick up commands often misinterprets them.  I have to manually enter commands.,Voice Recognition,Poor Recognition
